0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,class_name
1.0,9.312064e-17,1.2016563e-37,0.0,3.4716488e-21,1.3453699e-30,0.0,4.9835876e-33,2.6202449e-31,2.6856005e-36,3.6806873e-32,1.7759092e-18,2.4355374e-37,6.468247e-30,1.1817023e-26,1.04101236e-26,1.3556645e-28,0.0,0.0,0.0,0.0,4.6544357e-19,4.682042e-25,0.0,0.0,0.0,4.7709517e-30,0.0,8.985727e-36,1.6375459e-22,0.0,0.0,1.5397973e-25,0.0,0.0,3.099619e-37,0.0,0.0,0.0,2.1642272e-13,1.09350905e-26,5.1117535e-22,1.290913e-27,4.0873732e-21,1.8683276e-34,0.0,0.0,2.3092804e-32,3333
1.0,1.7699564e-12,0.0,0.0,4.5765792e-27,3.4134757e-35,0.0,0.0,2.2968104e-35,0.0,0.0,2.3173755e-22,0.0,1.7132652e-33,3.791689e-26,4.9151596e-28,2.715658e-31,0.0,0.0,0.0,0.0,2.7812124e-25,1.7834564e-28,0.0,0.0,0.0,1.11457814e-35,0.0,0.0,4.1993433e-24,0.0,0.0,2.7735394e-34,0.0,0.0,0.0,0.0,0.0,0.0,3.1431603e-16,4.1372855e-38,3.4222549e-25,0.0,1.3481021e-24,0.0,0.0,0.0,0.0,3333
1.0,1.7653422e-14,8.518074e-35,0.0,3.517787e-29,3.6654988e-32,0.0,1.756668e-31,7.487646e-33,0.0,1.7295634e-33,2.059647e-14,0.0,7.933706e-32,8.4376375e-29,1.1645082e-28,1.4775322e-30,0.0,0.0,0.0,0.0,3.810847e-17,1.3044021e-27,0.0,0.0,0.0,1.6607381e-32,0.0,0.0,8.791903e-24,0.0,0.0,3.8897206e-30,0.0,0.0,0.0,0.0,0.0,0.0,8.001453e-17,1.8306796e-29,9.586766e-30,1.0181441e-32,1.5342967e-26,0.0,0.0,0.0,0.0,3333
1.0,2.2588584e-11,7.905167e-22,2.3443169e-29,2.428073e-27,1.1560354e-23,2.6718606e-33,1.1974905e-17,2.3997717e-23,1.9000593e-35,3.389322e-24,4.9165555e-10,1.7410216e-26,1.3714697e-24,4.468816e-23,5.794298e-22,6.592475e-23,0.0,0.0,0.0,0.0,6.183457e-13,5.6637424e-23,4.8593954e-29,0.0,3.232039e-33,3.8890125e-28,0.0,5.8141856e-28,9.703279e-13,0.0,5.8821903e-33,3.2368173e-16,0.0,0.0,7.6146075e-28,0.0,0.0,2.0017313e-36,6.6683413e-19,4.083014e-19,4.1623407e-25,4.5886612e-26,1.9011614e-20,3.307967e-32,0.0,0.0,3.5313288e-35,3333
1.0,1.97981e-18,1.2591232e-37,0.0,1.7642292e-24,6.82901e-32,0.0,2.1603172e-32,6.877029e-33,0.0,7.1881744e-33,2.6000806e-17,2.5468664e-38,9.065209e-32,1.6920558e-29,6.61384e-29,1.1563708e-30,0.0,0.0,0.0,0.0,1.2610093e-19,2.4347894e-26,0.0,0.0,0.0,1.1690637e-32,0.0,1.50935e-36,1.3086312e-23,0.0,0.0,1.5096464e-25,0.0,0.0,0.0,0.0,0.0,0.0,3.6350752e-16,4.2405326e-26,1.1313848e-25,7.845805e-29,5.1835786e-24,9.055611e-37,0.0,0.0,1.9693896e-36,3333
1.0,2.5873959e-10,2.1241277e-29,0.0,2.0057171e-25,3.0698285e-27,3.0725692e-35,5.574683e-29,4.636784e-27,5.125368e-35,9.2966035e-29,5.4251613e-15,1.9730076e-35,3.5956003e-26,2.0418017e-23,5.0875312e-23,1.5767825e-24,0.0,0.0,0.0,0.0,7.9790666e-13,1.537743e-25,3.9481134e-37,0.0,0.0,5.5725023e-26,0.0,1.7289607e-36,1.2215742e-18,0.0,5.657113e-38,3.00458e-26,0.0,0.0,2.7762585e-35,0.0,0.0,0.0,3.5472325e-13,4.5207055e-28,2.251077e-23,1.3577036e-28,1.2177021e-20,4.3510194e-36,0.0,0.0,9.187675e-34,3333
0.99999964,3.9356763e-07,5.443949e-20,6.4130694e-28,1.0931769e-15,3.0930116e-17,2.6557368e-23,7.649289e-18,8.31232e-18,1.1952235e-22,2.7091757e-19,1.5176147e-09,1.8312014e-23,8.0340843e-17,2.4272361e-14,2.267858e-15,2.8688747e-16,3.1510893e-27,2.365723e-30,4.583994e-31,7.1833464e-26,2.4450003e-10,4.3847487e-14,3.2187874e-25,4.767904e-33,3.965957e-28,5.785388e-17,1.1908847e-32,1.02593814e-23,5.9707783e-13,1.756291e-25,5.486381e-25,1.9983319e-17,9.44394e-28,1.8750545e-32,3.0870377e-23,1.2697544e-28,4.2819456e-28,8.87728e-28,5.767144e-09,1.3605e-17,2.076013e-15,2.2074315e-19,2.076542e-13,1.9321662e-22,8.048878e-30,7.036205e-29,1.0421669e-21,3333
1.0,3.1998862e-10,4.4614585e-30,0.0,1.0679864e-26,3.7265261e-28,1.1957991e-36,1.9922997e-29,6.180533e-28,1.383431e-36,8.564853e-30,5.055437e-15,8.060621e-37,3.9097206e-27,4.3096497e-24,9.5854425e-24,2.3160904e-25,0.0,0.0,0.0,0.0,3.184495e-13,2.843193e-26,0.0,0.0,0.0,3.795797e-27,0.0,3.5920137e-38,3.9767936e-19,0.0,0.0,2.4115865e-27,0.0,0.0,1.2592631e-36,0.0,0.0,0.0,6.839083e-14,4.8028185e-29,1.0005831e-24,4.0692455e-30,1.2925283e-21,1.0868407e-37,0.0,0.0,1.1441041e-35,3333
0.6790848,0.088240325,6.3115867e-12,8.4102474e-23,1.2004639e-15,3.645363e-12,2.973531e-14,4.4658786e-13,1.5948729e-12,7.093106e-18,7.918327e-13,0.23141523,5.683607e-23,2.9575058e-11,4.4762813e-10,2.1351225e-10,5.4614136e-11,3.9044905e-25,3.9755806e-25,3.3575935e-27,3.0953384e-23,0.001181587,1.2154358e-10,1.1626431e-21,2.1690649e-28,1.1761392e-25,2.9162603e-08,5.511835e-29,2.5628581e-23,4.4959657e-12,4.326969e-20,1.6157435e-18,3.1049473e-19,1.0348955e-24,1.0425134e-27,2.4087308e-23,6.5465913e-21,5.0217367e-24,4.44717e-28,7.810241e-05,8.945763e-16,4.4242018e-16,1.1121466e-15,6.311677e-14,1.070228e-20,1.3057064e-26,4.2637026e-29,4.3627404e-18,3333
0.9999957,4.3414843e-06,1.5537993e-24,1.5079343e-35,2.267541e-27,8.4567595e-25,1.2901065e-32,3.555312e-24,3.3069317e-24,1.8213461e-35,3.3285562e-27,1.1568806e-10,6.722507e-35,6.1472246e-24,1.9855779e-20,2.0973563e-20,3.6658515e-22,0.0,0.0,0.0,0.0,7.3412915e-11,6.813838e-24,6.948077e-37,0.0,0.0,1.0022672e-24,0.0,2.9851175e-37,2.1802527e-16,6.2999705e-38,1.1472109e-35,1.7498762e-26,0.0,0.0,1.4511748e-33,3.1211393e-38,0.0,0.0,7.682508e-14,1.9978794e-27,1.0649441e-24,3.502759e-30,4.567905e-21,2.3637578e-36,0.0,0.0,1.1929652e-35,3333
1.0,2.8260096e-12,2.15775e-37,0.0,1.697057e-24,6.2796763e-30,0.0,4.597936e-31,4.8084806e-30,0.0,1.3309822e-34,1.9248078e-17,0.0,3.536543e-29,8.337353e-24,4.52035e-25,9.882681e-28,0.0,0.0,0.0,0.0,7.906528e-21,4.7871002e-24,0.0,0.0,0.0,3.745261e-31,0.0,0.0,5.4468176e-20,0.0,0.0,2.2575046e-27,0.0,0.0,1.6461702e-37,0.0,0.0,0.0,1.1464226e-15,1.01122095e-29,3.6397247e-23,2.7733489e-34,1.0625682e-21,6.269167e-38,0.0,0.0,4.1587597e-37,3333
1.0,4.965848e-09,5.0201663e-25,3.3475375e-38,5.9585045e-32,8.549422e-28,8.175982e-36,6.111727e-26,1.8348695e-27,0.0,4.751105e-28,1.4700914e-11,2.7067878e-36,4.04957e-27,5.069219e-25,3.341157e-24,2.1995325e-25,0.0,0.0,0.0,0.0,1.0524532e-09,5.076797e-28,1.2634439e-37,0.0,0.0,2.2984148e-27,0.0,0.0,6.0414206e-19,0.0,0.0,2.3274324e-28,0.0,0.0,1.6473134e-37,0.0,0.0,0.0,3.2945945e-16,1.3034712e-28,2.6222872e-29,8.697037e-31,5.031634e-24,0.0,0.0,0.0,0.0,3333
0.9999994,6.4471584e-07,2.4077403e-29,0.0,1.7504766e-19,1.4311334e-22,8.296677e-31,1.0896317e-26,3.231795e-23,2.9622234e-31,4.033593e-28,6.2925555e-13,5.569859e-35,3.9556508e-21,5.683039e-17,3.1470787e-18,4.8446815e-20,1.1960173e-36,0.0,0.0,1.05524216e-32,1.7818053e-14,6.5286915e-19,4.3628313e-37,0.0,0.0,6.361118e-22,0.0,9.684397e-35,1.3415957e-17,3.0613056e-32,4.5567703e-34,1.4568381e-25,4.1774058e-38,0.0,3.7264023e-32,2.7333047e-38,1.3048028e-37,2.7864276e-38,7.86246e-10,1.1372206e-26,1.3479613e-18,1.2213629e-27,4.8352702e-18,9.620863e-31,0.0,0.0,1.0448379e-28,3333
1.0,6.8221574e-11,6.766958e-31,0.0,4.115572e-26,2.1800574e-28,4.4852474e-37,8.147363e-30,2.9600046e-28,1.6838915e-36,4.6486073e-30,1.596929e-15,8.891578e-37,2.0933212e-27,2.5345178e-24,4.4725656e-24,1.0838954e-25,0.0,0.0,0.0,0.0,6.610057e-14,4.2544834e-26,0.0,0.0,0.0,2.054478e-27,0.0,7.950344e-38,2.197644e-19,0.0,0.0,4.960842e-27,0.0,0.0,1.2534831e-36,0.0,0.0,0.0,6.86462e-14,8.610688e-29,2.3523586e-24,6.438165e-30,2.0316568e-21,2.3601536e-37,0.0,0.0,2.7653717e-35,3333
1.0,6.407933e-14,1.1176167e-30,1.3278525e-35,1.4212247e-18,9.643211e-23,6.806139e-35,1.6407818e-18,5.9980995e-23,4.8028084e-33,3.2564667e-27,9.478823e-14,2.0524807e-27,1.0812163e-23,5.2659243e-19,1.0812716e-20,3.609348e-23,1.1795448e-34,0.0,0.0,7.608661e-34,6.8268275e-23,8.2960805e-16,1.9963669e-32,0.0,8.508591e-35,1.8244409e-28,0.0,2.4947275e-25,6.024837e-12,9.469081e-37,1.4159708e-32,7.1460074e-13,5.3048976e-34,0.0,1.2160616e-23,0.0,3.449988e-34,3.1536918e-32,7.961655e-18,6.145608e-17,1.9944876e-16,9.773066e-27,1.3137927e-16,3.472872e-26,5.610948e-38,3.1797363e-32,1.1247431e-28,3333
2.0420514e-09,0.98634654,0.00066550553,1.4524474e-07,1.1297296e-17,1.505196e-07,2.2239755e-07,0.0056321425,2.1375988e-06,1.2889177e-17,1.3425121e-12,0.0030506004,9.183811e-15,3.227893e-08,0.0021299243,1.9117506e-06,4.5142593e-07,2.0539433e-15,4.5604893e-15,4.317766e-16,2.5655518e-15,1.5645277e-09,4.635821e-09,2.7561914e-19,4.813253e-16,4.0772267e-19,5.263813e-10,1.203499e-18,1.4534591e-18,7.797327e-06,1.12207905e-08,8.515568e-11,5.9517672e-15,2.2215615e-16,7.953953e-17,4.0309797e-11,0.0021624097,5.3188584e-13,3.5817392e-16,4.278488e-13,1.1799536e-14,6.2613242e-18,1.0263836e-19,8.1989096e-14,2.849908e-17,3.208032e-15,4.0090815e-22,4.30794e-18,3333
1.0,1.9770045e-16,7.267591e-38,0.0,3.5235235e-28,3.8288572e-32,0.0,4.0666036e-32,1.8794953e-32,0.0,6.5129717e-35,1.1086892e-18,0.0,8.631229e-32,6.7303054e-29,2.4473858e-28,1.7377867e-30,0.0,0.0,0.0,0.0,2.761745e-20,3.6470396e-28,0.0,0.0,0.0,3.4192509e-34,0.0,0.0,3.4555034e-21,0.0,0.0,7.191684e-26,0.0,0.0,0.0,0.0,0.0,0.0,7.9949767e-19,6.75938e-29,3.7109823e-26,1.7746225e-33,4.5319897e-24,0.0,0.0,0.0,0.0,3333
1.0,3.0472577e-16,6.4273256e-28,0.0,4.4281446e-21,3.4491994e-26,1.7860865e-33,4.762817e-25,1.4550222e-26,2.6844206e-30,1.5622344e-23,2.3489674e-10,2.8586288e-31,6.381208e-26,5.604458e-26,1.17591235e-23,4.235927e-25,0.0,0.0,0.0,0.0,9.008124e-13,2.33313e-21,2.485385e-29,0.0,1.3033324e-35,4.0242262e-25,0.0,8.437859e-30,4.298475e-21,0.0,1.5358965e-32,8.967159e-23,0.0,0.0,8.429633e-35,0.0,0.0,0.0,3.8526756e-12,2.0260632e-19,1.2541994e-23,5.259036e-20,1.9658095e-21,1.3960419e-30,0.0,0.0,3.0507251e-30,3333
1.0,2.2226622e-12,1.1982906e-24,2.5183522e-34,1.3526204e-23,4.985037e-24,6.203006e-32,7.3379034e-23,2.3891293e-24,7.580046e-32,4.9393607e-24,7.2113223e-12,1.0248016e-28,7.0124315e-24,5.573552e-23,7.0732096e-22,7.807851e-23,2.0092419e-38,0.0,0.0,3.3184362e-37,1.2471151e-11,9.6638705e-23,1.23461446e-29,0.0,9.787918e-34,9.090971e-25,0.0,5.7930835e-29,8.239621e-17,1.4525121e-38,9.669057e-33,2.879582e-20,0.0,0.0,2.0928949e-30,0.0,0.0,4.092348e-37,2.607017e-14,4.9316678e-21,1.4099144e-22,2.926777e-23,1.262593e-19,1.497106e-30,0.0,0.0,9.575248e-31,3333
0.0018900362,0.89604706,3.214018e-12,1.0615957e-17,1.2585953e-10,3.159432e-08,3.1415242e-12,1.2846225e-08,1.5837758e-08,8.8573955e-16,8.080648e-14,0.00019741188,1.6025751e-17,4.8605777e-08,0.10182183,1.3345714e-06,2.982677e-07,4.280935e-16,1.2750726e-20,6.342464e-18,1.4859462e-14,6.343785e-10,3.7251906e-05,1.8148309e-20,1.4549134e-19,1.7115076e-22,1.639839e-08,5.2866995e-21,1.1547401e-18,1.203592e-07,4.5250942e-10,3.6635327e-14,2.9621318e-14,3.0565764e-16,4.2962368e-21,3.4533324e-15,4.8366987e-12,4.771483e-13,3.6049325e-18,4.544625e-06,3.3664345e-14,1.1785622e-11,9.583843e-18,2.571e-09,1.7899652e-13,1.6760609e-16,2.826727e-19,5.9275696e-13,3333
1.0,1.9021127e-19,0.0,0.0,5.2409643e-15,1.5744388e-31,0.0,2.9427347e-35,6.0731258e-33,4.5371235e-33,1.5601021e-31,4.1954148e-19,4.0319155e-37,6.823207e-31,1.4339286e-27,4.9770647e-28,1.0850639e-29,0.0,0.0,0.0,1.3767645e-38,1.4864557e-19,3.4241388e-23,0.0,0.0,0.0,1.8724074e-28,0.0,1.8043773e-34,3.8596814e-25,0.0,0.0,6.276261e-27,0.0,0.0,2.9685737e-37,0.0,0.0,0.0,3.701445e-08,2.3877888e-25,5.6812134e-20,2.5090853e-22,1.5196749e-20,5.8342836e-31,0.0,0.0,1.4452963e-27,3333
0.032381244,1.2990595e-11,3.7681655e-21,3.8219706e-31,1.2631388e-09,1.8332253e-19,2.1457577e-22,3.236855e-23,1.7446102e-20,5.169302e-16,5.7313794e-15,5.7762104e-11,6.0106933e-24,1.2855475e-18,6.1395846e-17,5.843211e-17,7.282789e-18,2.9478584e-27,3.0450393e-30,8.848598e-31,1.8994494e-21,2.465363e-09,4.344381e-15,4.2019086e-23,6.5004494e-31,4.981348e-24,1.5094546e-12,1.6103089e-28,6.718449e-23,2.9822693e-17,1.7190123e-26,1.0362558e-22,9.75157e-21,1.483233e-26,6.3263173e-31,8.51607e-25,3.8010007e-33,2.5434905e-28,2.3999641e-30,0.9676187,1.323788e-17,1.5351202e-13,6.916243e-10,1.7416365e-14,1.5662593e-19,2.947081e-28,2.8575111e-27,3.773309e-13,3333
0.73782724,0.26215923,2.6283958e-13,1.27470205e-20,2.9706983e-20,1.4726214e-15,2.903078e-20,1.5732721e-13,1.1039174e-14,4.0399216e-24,1.9594815e-17,8.15537e-06,1.4886965e-22,5.0048238e-15,1.0518251e-11,1.7851882e-12,1.5738904e-13,1.039577e-26,3.0763016e-28,1.2359917e-29,4.2364792e-26,5.3496974e-06,1.3455972e-15,1.077725e-24,2.2898437e-32,1.0895374e-27,1.940219e-15,1.6956541e-32,1.7658799e-25,5.3062053e-09,1.1479245e-23,7.273784e-23,6.6476523e-18,1.6337918e-29,6.5812955e-32,3.2926045e-21,7.93666e-22,1.3350768e-27,7.804954e-27,6.999434e-10,8.0507773e-19,1.6563743e-17,6.864154e-22,1.0888491e-13,5.760729e-25,3.207666e-30,9.115946e-33,1.0178077e-24,3333
1.0,5.0977203e-08,1.4667902e-21,6.896273e-29,3.8030572e-20,2.5623456e-20,2.8340415e-27,4.6761987e-20,4.277915e-20,1.4782447e-27,7.031913e-22,6.1221105e-11,8.4276463e-26,6.672333e-20,7.525416e-18,2.1143264e-17,1.4031514e-18,1.0104487e-31,1.4170718e-34,3.1913714e-36,1.5323283e-30,1.624552e-10,3.6415373e-19,1.2441802e-27,0.0,1.721227e-30,6.5115525e-21,7.2687554e-38,9.488582e-27,9.564018e-13,2.5258315e-31,1.0968961e-28,2.6478843e-18,1.7697416e-33,9.501823e-38,1.3284977e-25,1.6139219e-32,3.5923655e-33,4.4816695e-31,9.124141e-12,3.1875893e-20,2.528866e-18,1.727371e-22,8.2738305e-16,2.2698876e-27,1.5695902e-35,1.0397461e-34,5.914654e-27,3333
1.0,1.6021023e-16,0.0,0.0,1.0843408e-27,5.1426243e-34,0.0,7.731041e-35,1.7437197e-34,0.0,2.8387554e-37,7.0967844e-20,0.0,1.967673e-33,3.8587607e-29,1.3210963e-29,4.637232e-32,0.0,0.0,0.0,0.0,3.687199e-22,3.7631537e-28,0.0,0.0,0.0,3.488111e-35,0.0,0.0,3.335161e-23,0.0,0.0,5.127926e-29,0.0,0.0,0.0,0.0,0.0,0.0,5.3138525e-18,2.3375634e-31,1.39539e-26,1.5184811e-35,9.990422e-25,0.0,0.0,0.0,0.0,3333
0.9989506,0.0010191529,6.7998046e-19,1.0498471e-29,1.0564206e-27,1.007692e-23,1.7424458e-29,4.7007615e-23,1.3944337e-22,1.677746e-30,5.093294e-23,1.1923423e-11,1.4029007e-30,7.14681e-23,8.5872004e-20,1.1503487e-19,3.6117607e-20,1.2804588e-37,1.7329917e-38,0.0,3.448784e-36,3.0264775e-05,9.332537e-25,1.8550829e-32,0.0,4.0987832e-36,1.8772408e-20,0.0,3.000692e-35,1.00674426e-13,2.1993096e-35,9.238521e-34,1.102737e-25,0.0,0.0,9.013993e-32,2.164521e-33,0.0,1.5378846e-37,4.633237e-11,2.096812e-27,7.1469383e-25,2.4055755e-27,6.0987274e-18,7.9140035e-36,0.0,0.0,9.373815e-33,3333
1.0,2.2930358e-10,9.155749e-23,2.0409e-29,3.1706851e-19,2.6995298e-20,2.4107863e-27,1.8634155e-20,2.1702505e-20,2.4901136e-27,1.1428735e-21,1.2896881e-11,1.0045721e-24,6.2399255e-20,7.563055e-19,6.983808e-18,5.017138e-19,2.3990478e-31,4.970049e-34,7.100978e-36,5.9179626e-30,1.848133e-11,2.951584e-19,4.089624e-26,1.809143e-38,1.0349058e-28,2.377813e-21,9.289192e-37,1.5039968e-24,2.4798555e-13,7.6283724e-32,2.8478466e-28,1.7100284e-16,3.2191824e-32,4.4970004e-37,7.4491307e-25,9.008938e-34,2.589707e-32,3.7632934e-30,2.2850914e-12,1.2085728e-18,3.1027502e-17,8.649966e-21,8.958439e-16,8.3756616e-26,1.4433022e-34,1.6233567e-32,1.3821148e-25,3333
1.0,3.5417166e-20,0.0,0.0,1.145205e-19,1.6392678e-33,0.0,4.172107e-37,1.6779554e-34,0.0,4.4388962e-38,9.3445604e-23,0.0,1.0180819e-32,1.1630521e-28,5.552568e-29,8.3187666e-32,0.0,0.0,0.0,0.0,6.368903e-26,9.5532356e-26,0.0,0.0,0.0,9.193525e-35,0.0,6.578357e-38,2.3900147e-23,0.0,0.0,1.985483e-25,0.0,0.0,4.3453422e-38,0.0,0.0,0.0,2.9798164e-15,2.0734518e-28,1.6023566e-19,7.1176206e-31,8.2681266e-22,1.2875684e-35,0.0,0.0,1.0915879e-33,3333
